,train-loss,train-acc,dev-loss,dev-acc,test-loss,test-acc
0,1.0984532833099365,0.59375,1.0986236333847046,0.359375,1.0985817909240723,0.3650793731212616
0,1.0983657836914062,0.609375,1.0985885858535767,0.421875,1.0985686779022217,0.4126984179019928
0,1.0986104011535645,0.375,1.0986095666885376,0.421875,1.0986117124557495,0.3492063581943512
0,1.0986016988754272,0.484375,1.098607063293457,0.3125,1.0986063480377197,0.4285714328289032
